time,latitude,longitude,average_temperature,temperature_RMS,average_conductivity,conductivity_RMS
2023-06-13 13:11:51,49.365840911865234,-0.34416094422340393,17.15264320373535,17.152645111083984,54188.890625,54188.890625
2023-06-13 13:17:53,49.36541748046875,-0.3431228697299957,17.183635711669922,17.18364715576172,54236.109375,54236.1171875
2023-06-13 13:23:54,49.36483383178711,-0.3419129550457001,17.204463958740234,17.2044734954834,54271.66796875,54271.67578125
2023-06-13 13:29:55,49.364158630371094,-0.34060120582580566,17.240310668945312,17.240318298339844,54318.890625,54318.89453125
2023-06-13 13:35:57,49.363380432128906,-0.33916789293289185,17.216096878051758,17.216106414794922,54289.4453125,54289.44921875
2023-06-13 13:41:58,49.36249542236328,-0.33758535981178284,17.236438751220703,17.236438751220703,54308.890625,54308.88671875
2023-06-13 13:48:17,49.361446380615234,-0.3357323408126831,17.17055892944336,17.170570373535156,54198.33203125,54198.33984375
2023-06-13 13:54:36,49.36030578613281,-0.33379071950912476,17.234010696411133,17.23401641845703,54293.33203125,54293.33984375
2023-06-13 14:00:55,49.35906219482422,-0.33170878887176514,17.281959533691406,17.28197479248047,54355.0,54355.01953125
2023-06-13 14:07:14,49.357749938964844,-0.32952040433883667,17.253393173217773,17.253419876098633,54318.890625,54318.9140625
2023-06-13 14:13:33,49.35633850097656,-0.32721686363220215,17.2340145111084,17.234031677246094,54292.22265625,54292.25390625
2023-06-13 14:20:00,49.35490417480469,-0.32490307092666626,17.258712768554688,17.25872230529785,54326.109375,54326.1328125
2023-06-13 14:26:01,49.35343933105469,-0.32256221771240234,17.23255157470703,17.232566833496094,54280.0,54280.01171875
2023-06-13 14:32:02,49.35189437866211,-0.3201054036617279,17.230138778686523,17.230152130126953,54285.5546875,54285.55859375
2023-06-13 14:38:04,49.35030746459961,-0.3175274431705475,17.20253562927246,17.202547073364258,54231.66796875,54231.671875
2023-06-13 14:44:05,49.34870529174805,-0.31487390398979187,17.142467498779297,17.14247703552246,54147.22265625,54147.23046875
2023-06-13 14:50:24,49.34693145751953,-0.3119404911994934,17.11388397216797,17.113901138305664,54103.33203125,54103.34375
2023-06-13 14:56:41,49.34514617919922,-0.30908286571502686,17.130352020263672,17.13036346435547,54138.33203125,54138.34375
2023-06-13 15:02:43,49.34336471557617,-0.30633407831192017,17.165706634521484,17.165719985961914,54192.77734375,54192.7890625
2023-06-13 15:08:44,49.341644287109375,-0.3035990297794342,17.064939498901367,17.06503677368164,54067.77734375,54067.8359375
2023-06-13 15:14:46,49.339874267578125,-0.3008328080177307,17.147308349609375,17.147323608398438,54172.22265625,54172.234375
2023-06-13 15:20:47,49.3381462097168,-0.2980453670024872,17.07172966003418,17.071779251098633,54076.109375,54076.13671875
2023-06-13 15:26:49,49.33644104003906,-0.2953614890575409,17.053802490234375,17.05387306213379,54055.5546875,54055.59375
2023-06-13 15:32:50,49.33476257324219,-0.2927519381046295,17.015518188476562,17.015560150146484,54004.4453125,54004.46484375
2023-06-13 15:38:52,49.33308029174805,-0.2902146577835083,16.996618270874023,16.99666976928711,53977.77734375,53977.8125
2023-06-13 15:44:53,49.33152389526367,-0.28782767057418823,16.924888610839844,16.924922943115234,53888.33203125,53888.3515625
2023-06-13 15:51:12,49.3299560546875,-0.28537657856941223,16.857030868530273,16.857046127319336,53806.109375,53806.125
2023-06-13 15:57:23,49.32854461669922,-0.28314483165740967,16.818241119384766,16.81824493408203,53763.33203125,53763.34375
2023-06-13 16:03:41,49.32710647583008,-0.2808901071548462,16.80514907836914,16.805198669433594,53745.5546875,53745.578125
2023-06-13 16:09:59,49.3257942199707,-0.27881649136543274,16.714969635009766,16.714994430541992,53625.0,53625.01953125
2023-06-13 16:16:17,49.32457733154297,-0.2767874002456665,16.701879501342773,16.70189094543457,53612.77734375,53612.796875
